step,loss,l_attack,l_perc,l_ssim,l_temp,lr,val_mean_jf_clean,val_mean_jf_adv,val_delta_jf
1090,0.059047337621450424,0.059047337621450424,0.0,0.0,0.0,8.9852637708943e-05,,,
1100,0.02084529958665371,0.02084529958665371,0.0,0.0,0.0,8.967309592491052e-05,,,
1110,0.054014138877391815,0.054014138877391815,0.0,0.0,0.0,8.949218530642074e-05,,,
1120,0.14133837819099426,0.14133837819099426,0.0,0.0,0.0,8.930991299551516e-05,,,
1130,0.14009696245193481,0.14009696245193481,0.0,0.0,0.0,8.912628618799251e-05,,,
1140,0.48034578561782837,0.48034578561782837,0.0,0.0,0.0,8.894131213312471e-05,,,
1150,0.2589750587940216,0.2589750587940216,0.0,0.0,0.0,8.875499813337073e-05,,,
1160,0.20608443021774292,0.20608443021774292,0.0,0.0,0.0,8.856735154408823e-05,,,
1170,0.03132286295294762,0.03132286295294762,0.0,0.0,0.0,8.83783797732433e-05,,,
1180,0.2274709790945053,0.2274709790945053,0.0,0.0,0.0,8.818809028111786e-05,,,
1190,0.47063690423965454,0.47063690423965454,0.0,0.0,0.0,8.799649058001527e-05,,,
1200,0.11389200389385223,0.11389200389385223,0.0,0.0,0.0,8.78035882339636e-05,,,
1210,0.05257486552000046,0.05257486552000046,0.0,0.0,0.0,8.760939085841719e-05,,,
1220,0.46941739320755005,0.46941739320755005,0.0,0.0,0.0,8.74139061199559e-05,,,
1230,0.5692182779312134,0.5692182779312134,0.0,0.0,0.0,8.72171417359825e-05,,,
1240,0.18269945681095123,0.18269945681095123,0.0,0.0,0.0,8.701910547441795e-05,,,
1250,0.2131483554840088,0.2131483554840088,0.0,0.0,0.0,8.681980515339474e-05,,,
1260,0.09593824297189713,0.09593824297189713,0.0,0.0,0.0,8.661924864094834e-05,,,
1270,0.03444546461105347,0.03444546461105347,0.0,0.0,0.0,8.641744385470639e-05,,,
1280,0.1287059485912323,0.1287059485912323,0.0,0.0,0.0,8.621439876157633e-05,,,
1290,0.18376733362674713,0.18376733362674713,0.0,0.0,0.0,8.60101213774308e-05,,,
1300,0.1431189924478531,0.1431189924478531,0.0,0.0,0.0,8.580461976679112e-05,,,
1310,0.12702879309654236,0.12702879309654236,0.0,0.0,0.0,8.5597902042509e-05,,,
1320,0.12910476326942444,0.12910476326942444,0.0,0.0,0.0,8.538997636544622e-05,,,
1330,0.03033718653023243,0.03033718653023243,0.0,0.0,0.0,8.518085094415252e-05,,,
1340,0.046331994235515594,0.046331994235515594,0.0,0.0,0.0,8.497053403454142e-05,,,
1350,0.021376993507146835,0.021376993507146835,0.0,0.0,0.0,8.475903393956441e-05,,,
1360,0.20128291845321655,0.20128291845321655,0.0,0.0,0.0,8.454635900888314e-05,,,
1370,0.2910391092300415,0.2910391092300415,0.0,0.0,0.0,8.433251763853965e-05,,,
1380,0.14057408273220062,0.14057408273220062,0.0,0.0,0.0,8.41175182706251e-05,,,
1390,0.49380701780319214,0.49380701780319214,0.0,0.0,0.0,8.39013693929464e-05,,,
1400,0.33486875891685486,0.33486875891685486,0.0,0.0,0.0,8.368407953869114e-05,,,
1410,0.06021954119205475,0.06021954119205475,0.0,0.0,0.0,8.34656572860907e-05,,,
1420,0.26560232043266296,0.26560232043266296,0.0,0.0,0.0,8.32461112580816e-05,,,
1430,0.3661070764064789,0.3661070764064789,0.0,0.0,0.0,8.302545012196512e-05,,,
1440,0.027993734925985336,0.026419389992952347,0.0,0.0031486917287111282,0.0,8.280368258906509e-05,,,
1450,0.025686608627438545,0.025686608627438545,0.0,0.0,0.0,8.258081741438401e-05,,,
1460,0.03917713090777397,0.03917713090777397,0.0,0.0,0.0,8.23568633962573e-05,,,
1470,0.21159426867961884,0.21159426867961884,0.0,0.0,0.0,8.213182937600618e-05,,,
1480,0.02141464874148369,0.02141464874148369,0.0,0.0,0.0,8.190572423758842e-05,,,
1490,0.3086385130882263,0.3086385130882263,0.0,0.0,0.0,8.167855690724771e-05,,,
1500,0.4168448746204376,0.4168448746204376,0.0,0.0,0.0,8.145033635316132e-05,,,
1510,0.05177904665470123,0.05177904665470123,0.0,0.0,0.0,8.122107158508596e-05,,,
1520,0.21958522498607635,0.21958522498607635,0.0,0.0,0.0,8.099077165400206e-05,,,
1530,0.2115096002817154,0.2115096002817154,0.0,0.0,0.0,8.075944565175659e-05,,,
1540,0.32580575346946716,0.32580575346946716,0.0,0.0,0.0,8.052710271070403e-05,,,
1550,0.2520270049571991,0.2520270049571991,0.0,0.0,0.0,8.029375200334586e-05,,,
1560,0.20040994882583618,0.20040994882583618,0.0,0.0,0.0,8.005940274196845e-05,,,
1570,0.2020738124847412,0.2020738124847412,0.0,0.0,0.0,7.982406417827936e-05,,,
1580,0.23577666282653809,0.23577666282653809,0.0,0.0,0.0,7.958774560304214e-05,,,
1590,0.5183573365211487,0.5183573365211487,0.0,0.0,0.0,7.935045634570946e-05,,,
1600,0.5407931804656982,0.5407931804656982,0.0,0.0,0.0,7.91122057740549e-05,,,
1610,0.03456567972898483,0.03456567972898483,0.0,0.0,0.0,7.887300329380308e-05,,,
1620,0.12909044325351715,0.12909044325351715,0.0,0.0,0.0,7.863285834825834e-05,,,
1630,0.1697220653295517,0.1697220653295517,0.0,0.0,0.0,7.839178041793195e-05,,,
1640,0.2635516822338104,0.2635516822338104,0.0,0.0,0.0,7.814977902016783e-05,,,
1650,0.022312363609671593,0.022312363609671593,0.0,0.0,0.0,7.790686370876673e-05,,,
1660,0.18270671367645264,0.18270671367645264,0.0,0.0,0.0,7.766304407360926e-05,,,
1670,0.3778585195541382,0.3778585195541382,0.0,0.0,0.0,7.74183297402771e-05,,,
1680,0.25402626395225525,0.25402626395225525,0.0,0.0,0.0,7.717273036967313e-05,,,
1690,0.4702097177505493,0.4702097177505493,0.0,0.0,0.0,7.692625565763998e-05,,,
1700,0.08538936078548431,0.08538936078548431,0.0,0.0,0.0,7.667891533457722e-05,,,
1710,0.02431216463446617,0.02431216463446617,0.0,0.0,0.0,7.643071916505727e-05,,,
1720,0.07677225023508072,0.07677225023508072,0.0,0.0,0.0,7.618167694743995e-05,,,
1730,0.05604837089776993,0.05604837089776993,0.0,0.0,0.0,7.593179851348561e-05,,,
1740,0.3739165663719177,0.3739165663719177,0.0,0.0,0.0,7.568109372796693e-05,,,
1750,0.038797903805971146,0.038797903805971146,0.0,0.0,0.0,7.542957248827959e-05,,,
1760,0.4529944658279419,0.4529944658279419,0.0,0.0,0.0,7.517724472405144e-05,,,
1770,0.46988552808761597,0.46988552808761597,0.0,0.0,0.0,7.492412039675054e-05,,,
1780,0.3157077133655548,0.3157077133655548,0.0,0.0,0.0,7.467020949929197e-05,,,
1790,0.4046782851219177,0.4046782851219177,0.0,0.0,0.0,7.441552205564315e-05,,,
1800,0.1735120415687561,0.1735120415687561,0.0,0.0,0.0,7.416006812042827e-05,,,
1810,0.2760443389415741,0.2760443389415741,0.0,0.0,0.0,7.390385777853127e-05,,,
1820,0.02178427390754223,0.02178427390754223,0.0,0.0,0.0,7.364690114469777e-05,,,
1830,0.3165677487850189,0.3165677487850189,0.0,0.0,0.0,7.33892083631357e-05,,,
1840,0.16043545305728912,0.16043545305728912,0.0,0.0,0.0,7.313078960711483e-05,,,
1850,0.3384345471858978,0.3384345471858978,0.0,0.0,0.0,7.28716550785651e-05,,,
1860,0.06410036981105804,0.06410036981105804,0.0,0.0,0.0,7.261181500767407e-05,,,
1870,0.21638962626457214,0.21638962626457214,0.0,0.0,0.0,7.235127965248282e-05,,,
1880,0.3067794740200043,0.30295151472091675,0.0,0.007655926048755646,0.0,7.209005929848102e-05,,,
1890,0.0986342653632164,0.0986342653632164,0.0,0.0,0.0,7.182816425820101e-05,,,
1900,0.4530490040779114,0.4530490040779114,0.0,0.0,0.0,7.156560487081045e-05,,,
1910,0.06500161439180374,0.06500161439180374,0.0,0.0,0.0,7.130239150170448e-05,,,
1920,0.026728399097919464,0.026728399097919464,0.0,0.0,0.0,7.10385345420962e-05,,,
1930,0.2952035963535309,0.2952035963535309,0.0,0.0,0.0,7.07740444086066e-05,,,
1940,0.2985931634902954,0.2985931634902954,0.0,0.0,0.0,7.050893154285324e-05,,,
1950,0.1732693314552307,0.1732693314552307,0.0,0.0,0.0,7.024320641103812e-05,,,
1960,0.13811860978603363,0.13811860978603363,0.0,0.0,0.0,6.997687950353442e-05,,,
1970,0.11363400518894196,0.11363400518894196,0.0,0.0,0.0,6.970996133447248e-05,,,
1980,0.018548492342233658,0.018548492342233658,0.0,0.0,0.0,6.944246244132452e-05,,,
1990,0.018664605915546417,0.018664605915546417,0.0,0.0,0.0,6.917439338448884e-05,,,
2000,0.1456184834241867,0.1456184834241867,0.0,0.0,0.0,6.89057647468728e-05,0.5906255756368602,0.18232314542832587,0.4083024302085344
2010,0.3196810483932495,0.3196810483932495,0.0,0.0,0.0,6.863658713347502e-05,,,
2020,0.47443291544914246,0.47443291544914246,0.0,0.0,0.0,6.83668711709668e-05,,,
2030,0.3321588635444641,0.3321588635444641,0.0,0.0,0.0,6.80966275072725e-05,,,
2040,0.4289923906326294,0.4289923906326294,0.0,0.0,0.0,6.782586681114922e-05,,,
2050,0.24853962659835815,0.24853962659835815,0.0,0.0,0.0,6.755459977176566e-05,,,
2060,0.32449421286582947,0.32449421286582947,0.0,0.0,0.0,6.728283709828e-05,,,
2070,0.5085956454277039,0.5085956454277039,0.0,0.0,0.0,6.701058951941733e-05,,,
2080,0.478194922208786,0.478194922208786,0.0,0.0,0.0,6.673786778304583e-05,,,
2090,0.3784652054309845,0.3784652054309845,0.0,0.0,0.0,6.646468265575269e-05,,,
2100,0.13270042836666107,0.13270042836666107,0.0,0.0,0.0,6.619104492241899e-05,,,
2110,0.3876664936542511,0.3876664936542511,0.0,0.0,0.0,6.59169653857939e-05,,,
2120,0.3103957176208496,0.3103957176208496,0.0,0.0,0.0,6.564245486606823e-05,,,
2130,0.6736233234405518,0.6736233234405518,0.0,0.0,0.0,6.536752420044722e-05,,,
2140,0.30122461915016174,0.30122461915016174,0.0,0.0,0.0,6.509218424272282e-05,,,
2150,0.018243690952658653,0.018243690952658653,0.0,0.0,0.0,6.481644586284514e-05,,,
2160,0.06860153377056122,0.06860153377056122,0.0,0.0,0.0,6.454031994649322e-05,,,
2170,0.026605814695358276,0.026605814695358276,0.0,0.0,0.0,6.426381739464544e-05,,,
2180,0.3497002422809601,0.3497002422809601,0.0,0.0,0.0,6.398694912314913e-05,,,
2190,0.08674654364585876,0.08674654364585876,0.0,0.0,0.0,6.370972606228958e-05,,,
2200,0.056214239448308945,0.056214239448308945,0.0,0.0,0.0,6.343215915635851e-05,,,
2210,0.16062617301940918,0.16062617301940918,0.0,0.0,0.0,6.31542593632221e-05,,,
2220,0.18624240159988403,0.18624240159988403,0.0,0.0,0.0,6.287603765388837e-05,,,
2230,0.17570441961288452,0.17570441961288452,0.0,0.0,0.0,6.259750501207403e-05,,,
2240,0.07946881651878357,0.07946881651878357,0.0,0.0,0.0,6.23186724337708e-05,,,
2250,0.3473328649997711,0.3473328649997711,0.0,0.0,0.0,6.203955092681145e-05,,,
2260,0.4531726837158203,0.4531726837158203,0.0,0.0,0.0,6.176015151043516e-05,,,
2270,0.24283505976200104,0.24283505976200104,0.0,0.0,0.0,6.148048521485248e-05,,,
