step,loss,mean_jf_clean,mean_jf_adv,delta_jf
1510,0.008764076046645641,,,
1520,0.006651688367128372,,,
1530,0.2163156121969223,,,
1540,0.013881020247936249,,,
1550,0.062388330698013306,,,
1560,0.011097106151282787,,,
1570,0.0073148286901414394,,,
1580,0.004365398548543453,,,
1590,0.026273135095834732,,,
1600,0.02109069935977459,,,
1610,0.011760865338146687,,,
1620,0.8519152402877808,,,
1630,0.030456166714429855,,,
1640,0.1856958419084549,,,
1650,0.2554263174533844,,,
1660,0.01571773737668991,,,
1670,0.015862077474594116,,,
1680,0.4854722321033478,,,
1690,0.003993036691099405,,,
1700,0.011269821785390377,,,
1710,0.01388673298060894,,,
1720,0.004445698577910662,,,
1730,0.012326403521001339,,,
1740,0.14086884260177612,,,
1750,0.005610172171145678,,,
1760,0.015231790952384472,,,
1770,0.014608812518417835,,,
1780,0.42031416296958923,,,
1790,0.005071989726275206,,,
1800,0.018659336492419243,,,
1810,0.005495280493050814,,,
1820,0.013631612993776798,,,
1830,0.02112628147006035,,,
1840,0.018486760556697845,,,
1850,0.00796572957187891,,,
1860,0.015829935669898987,,,
1870,0.03407666087150574,,,
1880,0.0031057405285537243,,,
1890,0.0018752900650724769,,,
1900,0.012145119719207287,,,
1910,0.007929119281470776,,,
1920,0.013061698526144028,,,
1930,0.018064312636852264,,,
1940,0.14729981124401093,,,
1950,0.012108617462217808,,,
1960,0.2674712538719177,,,
1970,0.004196333233267069,,,
1980,0.04158264398574829,,,
1990,0.008432051166892052,,,
2000,0.010447406210005283,0.5906365395917818,0.32580604180197353,0.2648304977898082
