step,loss,l_attack,l_perc,l_ssim,l_temp,lr,val_mean_jf_clean,val_mean_jf_adv,val_delta_jf
2710,0.13642463088035583,0.13183793425559998,0.0,0.009173404425382614,0.0,4.9079603840848155e-05,,,
2720,0.11797283589839935,0.11797283589839935,0.0,0.0,0.0,4.8799436919192156e-05,,,
2730,0.31853052973747253,0.31853052973747253,0.0,0.0,0.0,4.851951478514953e-05,,,
2740,0.03612159937620163,0.03612159937620163,0.0,0.0,0.0,4.8239848489566805e-05,,,
2750,0.010097171179950237,0.010097171179950237,0.0,0.0,0.0,4.796044907319049e-05,,,
2760,0.17194902896881104,0.16880875825881958,0.0,0.006280537694692612,0.0,4.7681327566231104e-05,,,
2770,0.5204272270202637,0.5187891125679016,0.0,0.0032762251794338226,0.0,4.740249498792783e-05,,,
2780,0.38950929045677185,0.3880856931209564,0.0,0.0028472058475017548,0.0,4.7123962346113425e-05,,,
2790,0.44687917828559875,0.44687917828559875,0.0,0.0,0.0,4.684574063677965e-05,,,
2800,0.43022239208221436,0.43022239208221436,0.0,0.0,0.0,4.656784084364323e-05,,,
2810,0.23031875491142273,0.22970713675022125,0.0,0.0012232474982738495,0.0,4.629027393771211e-05,,,
