step,loss,l_attack,l_perc,l_temp,lr,val_mean_jf_clean,val_mean_jf_adv,val_delta_jf
10,0.946013867855072,0.946013867855072,0.0,0.0,4.999876631072403e-05,,,
20,0.11461322009563446,0.11461322009563446,0.0,0.0,4.999506537818402e-05,,,
30,0.7214754819869995,0.7214754819869995,0.0,0.0,4.9988897608228966e-05,,,
40,0.3744417726993561,0.3744417726993561,0.0,0.0,4.9980263677224314e-05,,,
50,0.7437379360198975,0.7437379360198975,0.0,0.0,4.9969164531977915e-05,,,
60,0.19433048367500305,0.19433048367500305,0.0,0.0,4.995560138963612e-05,,,
70,0.6465829014778137,0.6465829014778137,0.0,0.0,4.993957573755031e-05,,,
80,0.4018442928791046,0.4018442928791046,0.0,0.0,4.992108933311386e-05,,,
90,0.6339902281761169,0.6339902281761169,0.0,0.0,4.990014420356929e-05,,,
100,0.028879942372441292,0.028879942372441292,0.0,0.0,4.987674264578615e-05,,,
110,0.16233167052268982,0.16233167052268982,0.0,0.0,4.9850887226008914e-05,,,
120,0.9382736086845398,0.9382736086845398,0.0,0.0,4.982258077957576e-05,,,
130,0.16915401816368103,0.16915401816368103,0.0,0.0,4.97918264106075e-05,,,
140,0.7332981824874878,0.7332981824874878,0.0,0.0,4.975862749166727e-05,,,
150,0.4649019241333008,0.4649019241333008,0.0,0.0,4.972298766339062e-05,,,
160,0.4147113859653473,0.4147113859653473,0.0,0.0,4.968491083408639e-05,,,
170,0.3283675014972687,0.3283675014972687,0.0,0.0,4.964440117930797e-05,,,
180,0.09009113907814026,0.09009113907814026,0.0,0.0,4.9601463141395516e-05,,,
190,0.6821828484535217,0.6821828484535217,0.0,0.0,4.955610142898877e-05,,,
200,0.07992290705442429,0.07992290705442429,0.0,0.0,4.9508321016510663e-05,,,
210,0.3983299732208252,0.3983299732208252,0.0,0.0,4.945812714362185e-05,,,
220,0.3561486601829529,0.3561486601829529,0.0,0.0,4.940552531464613e-05,,,
230,0.05385563522577286,0.05385563522577286,0.0,0.0,4.935052129796683e-05,,,
240,0.9468903541564941,0.9468903541564941,0.0,0.0,4.929312112539421e-05,,,
250,0.4114050269126892,0.4114050269126892,0.0,0.0,4.923333109150405e-05,,,
260,0.32444459199905396,0.32444459199905396,0.0,0.0,4.9171157752947316e-05,,,
270,0.05880112200975418,0.05880112200975418,0.0,0.0,4.910660792773123e-05,,,
280,0.2993919849395752,0.2993919849395752,0.0,0.0,4.903968869447151e-05,,,
290,0.7542223930358887,0.7537844777107239,0.0004379004240036011,0.0,4.897040739161623e-05,,,
300,0.09618820995092392,0.09599246084690094,0.00019574910402297974,0.0,4.889877161664094e-05,,,
310,0.07304954528808594,0.07304954528808594,0.0,0.0,4.8824789225215656e-05,,,
320,0.2834518849849701,0.2834518849849701,0.0,0.0,4.87484683303433e-05,,,
330,0.3485213816165924,0.3485213816165924,0.0,0.0,4.8669817301470043e-05,,,
340,0.23674331605434418,0.23674331605434418,0.0,0.0,4.858884476356754e-05,,,
350,0.7386875152587891,0.7386875152587891,0.0,0.0,4.850555959618702e-05,,,
360,0.4238271415233612,0.4238271415233612,0.0,0.0,4.841997093248563e-05,,,
370,0.009116418659687042,0.009116418659687042,0.0,0.0,4.833208815822486e-05,,,
380,0.7307533025741577,0.7290723919868469,0.001680903136730194,0.0,4.8241920910741234e-05,,,
390,0.05594249814748764,0.05594249814748764,0.0,0.0,4.814947907788955e-05,,,
400,0.3580734431743622,0.3580734431743622,0.0,0.0,4.805477279695848e-05,,,
410,0.5771138668060303,0.5771138668060303,0.0,0.0,4.7957812453559014e-05,,,
420,0.06601783633232117,0.06601783633232117,0.0,0.0,4.785860868048541e-05,,,
430,0.14864283800125122,0.14864283800125122,0.0,0.0,4.775717235654933e-05,,,
440,0.7177790999412537,0.7177790999412537,0.0,0.0,4.765351460538675e-05,,,
450,0.3519153296947479,0.3519153296947479,0.0,0.0,4.754764679423825e-05,,,
460,0.13924264907836914,0.13924264907836914,0.0,0.0,4.74395805327023e-05,,,
470,0.25460827350616455,0.25460827350616455,0.0,0.0,4.7329327671462304e-05,,,
480,0.10798102617263794,0.10798102617263794,0.0,0.0,4.721690030098691e-05,,,
490,0.007150121033191681,0.007150121033191681,0.0,0.0,4.7102310750204246e-05,,,
500,0.00805862806737423,0.00805862806737423,0.0,0.0,4.698557158514985e-05,0.5906365395917818,0.5035856554142332,0.08705088417754858
510,0.7715350389480591,0.7715350389480591,0.0,0.0,4.6866695607588696e-05,,,
520,0.3265243470668793,0.3169482350349426,0.009576104581356049,0.0,4.674569585361138e-05,,,
530,0.5757737755775452,0.5757737755775452,0.0,0.0,4.662258559220443e-05,,,
540,0.35541626811027527,0.35458335280418396,0.0008329078555107117,0.0,4.649737832379532e-05,,,
550,0.06203237920999527,0.06203237920999527,0.0,0.0,4.637008777877202e-05,,,
560,0.41111597418785095,0.41111597418785095,0.0,0.0,4.624072791597722e-05,,,
570,0.7348632216453552,0.7348632216453552,0.0,0.0,4.6109312921177606e-05,,,
580,0.004515752661973238,0.004515752661973238,0.0,0.0,4.5975857205508317e-05,,,
590,0.011448808945715427,0.011448808945715427,0.0,0.0,4.584037540389244e-05,,,
600,0.4947551488876343,0.4947551488876343,0.0,0.0,4.5702882373436304e-05,,,
610,0.8096943497657776,0.8096943497657776,0.0,0.0,4.556339319180005e-05,,,
620,0.4091058671474457,0.4091058671474457,0.0,0.0,4.542192315554439e-05,,,
630,0.05297732725739479,0.05297732725739479,0.0,0.0,4.527848777845301e-05,,,
640,0.7293900847434998,0.7293900847434998,0.0,0.0,4.5133102789831364e-05,,,
650,0.3724345564842224,0.3724345564842224,0.0,0.0,4.498578413278181e-05,,,
660,0.733673095703125,0.733673095703125,0.0,0.0,4.483654796245522e-05,,,
670,0.1307893991470337,0.1307893991470337,0.0,0.0,4.468541064427943e-05,,,
680,0.36113497614860535,0.36113497614860535,0.0,0.0,4.45323887521645e-05,,,
690,0.31319528818130493,0.31319528818130493,0.0,0.0,4.4377499066685315e-05,,,
700,0.21492940187454224,0.21492940187454224,0.0,0.0,4.4220758573241345e-05,,,
710,0.34055331349372864,0.34055331349372864,0.0,0.0,4.4062184460194e-05,,,
720,0.24310250580310822,0.24310250580310822,0.0,0.0,4.390179411698173e-05,,,
730,0.12936414778232574,0.12936414778232574,0.0,0.0,4.373960513221311e-05,,,
740,0.7161506414413452,0.7161506414413452,0.0,0.0,4.3575635291738034e-05,,,
750,0.42219799757003784,0.42219799757003784,0.0,0.0,4.340990257669728e-05,,,
760,0.41547316312789917,0.41547316312789917,0.0,0.0,4.324242516155068e-05,,,
770,0.6946231722831726,0.6946231722831726,0.0,0.0,4.307322141208411e-05,,,
780,0.09523921459913254,0.09523921459913254,0.0,0.0,4.2902309883395444e-05,,,
790,0.17197087407112122,0.17197087407112122,0.0,0.0,4.272970931785981e-05,,,
800,0.7681186199188232,0.7681186199188232,0.0,0.0,4.255543864307425e-05,,,
810,0.053512055426836014,0.053512055426836014,0.0,0.0,4.23795169697821e-05,,,
820,0.13569259643554688,0.13569259643554688,0.0,0.0,4.220196358977731e-05,,,
830,0.3322182893753052,0.3322182893753052,0.0,0.0,4.2022797973788824e-05,,,
840,0.11791504174470901,0.11791504174470901,0.0,0.0,4.184203976934545e-05,,,
850,0.4738520681858063,0.4738520681858063,0.0,0.0,4.165970879862128e-05,,,
860,0.24165472388267517,0.24165472388267517,0.0,0.0,4.147582505626193e-05,,,
870,0.03766525909304619,0.03766525909304619,0.0,0.0,4.1290408707191916e-05,,,
880,0.4039373993873596,0.4039373993873596,0.0,0.0,4.110348008440338e-05,,,
890,0.0038871299475431442,0.0038871299475431442,0.0,0.0,4.091505968672629e-05,,,
900,0.46776384115219116,0.46776384115219116,0.0,0.0,4.072516817658057e-05,,,
910,0.023454852402210236,0.023454852402210236,0.0,0.0,4.053382637771019e-05,,,
920,0.6854744553565979,0.6854744553565979,0.0,0.0,4.034105527289963e-05,,,
930,0.003626055782660842,0.003626055782660842,0.0,0.0,4.0146876001672864e-05,,,
940,0.41067516803741455,0.41067516803741455,0.0,0.0,3.995130985797515e-05,,,
950,0.44903564453125,0.44903564453125,0.0,0.0,3.9754378287838025e-05,,,
960,0.15244612097740173,0.15244612097740173,0.0,0.0,3.955610288702735e-05,,,
970,0.629652738571167,0.629652738571167,0.0,0.0,3.935650539867516e-05,,,
980,0.6828093528747559,0.6828093528747559,0.0,0.0,3.915560771089534e-05,,,
990,0.7315278053283691,0.7315278053283691,0.0,0.0,3.895343185438326e-05,,,
1000,0.10842721164226532,0.10842721164226532,0.0,0.0,3.874999999999991e-05,0.5906365395917818,0.4952001804917107,0.09543635910007103
1010,0.18445603549480438,0.18445603549480438,0.0,0.0,3.8545334456340584e-05,,,
1020,0.4070722460746765,0.4070722460746765,0.0,0.0,3.8339457667288514e-05,,,
1030,0.6097104549407959,0.6097104549407959,0.0,0.0,3.813239220955364e-05,,,
1040,0.7423481345176697,0.7423481345176697,0.0,0.0,3.792416079019682e-05,,,
1050,0.3572893440723419,0.3572893440723419,0.0,0.0,3.7714786244139746e-05,,,
1060,0.0029254339169710875,0.0029254339169710875,0.0,0.0,3.750429153166081e-05,,,
1070,0.18344806134700775,0.18344806134700775,0.0,0.0,3.729269973587732e-05,,,
1080,0.0489029623568058,0.0489029623568058,0.0,0.0,3.708003406021409e-05,,,
1090,0.013328139670193195,0.013328139670193195,0.0,0.0,3.6866317825858976e-05,,,
1100,0.6905577778816223,0.6905577778816223,0.0,0.0,3.665157446920545e-05,,,
1110,0.08130717277526855,0.08130717277526855,0.0,0.0,3.643582753928251e-05,,,
